campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,calculated_roas,ctr,conversion_rate,cpc,cpa
385540,Flash Sale,2023-11-06,New Users,SMS,801,93,61,74.04,242.17,1.75,3.270799567801188,0.11610486891385768,0.6559139784946236,0.7961290322580645,1.2137704918032788
976148,Membership Drive,2023-11-06,All,Email,652,50,76,87.36,352.65,1.63,4.0367445054945055,0.07668711656441718,1.52,1.7472,1.1494736842105262
768988,Category Promotion,2023-11-06,Inactive,Email,951,281,67,97.3,188.48,1.69,1.9371017471736895,0.29547844374342797,0.23843416370106763,0.34626334519572954,1.4522388059701492
785543,App Push Notification,2023-11-06,Premium,App,640,89,97,98.67,324.77,2.14,3.291476639302726,0.1390625,1.0898876404494382,1.1086516853932584,1.0172164948453608
258538,Email Campaign,2023-11-06,New Users,Email,985,295,86,61.33,471.36,3.49,7.685635088863526,0.29949238578680204,0.29152542372881357,0.20789830508474574,0.713139534883721
679074,Referral Program,2023-11-06,Premium,Social Media,905,92,68,88.24,410.3,2.14,4.649818676337262,0.10165745856353592,0.7391304347826086,0.9591304347826086,1.2976470588235294
772495,New User Discount,2023-11-07,Inactive,Social Media,958,222,46,72.87,116.07,2.84,1.5928365582544255,0.23173277661795408,0.2072072072072072,0.3282432432432433,1.5841304347826088
937768,Weekend Special,2023-11-07,Inactive,SMS,740,297,78,78.28,483.43,3.34,6.1756515074093,0.40135135135135136,0.26262626262626265,0.26356902356902356,1.0035897435897436
692484,Festival Offer,2023-11-07,New Users,Social Media,747,70,77,57.97,438.69,3.94,7.567534931861307,0.09370816599732262,1.1,0.8281428571428572,0.7528571428571429
495279,Flash Sale,2023-11-07,Premium,Email,843,187,81,73.57,439.47,2.96,5.973494630963709,0.22182680901542112,0.43315508021390375,0.3934224598930481,0.9082716049382715
438575,Membership Drive,2023-11-07,Inactive,SMS,491,97,45,95.9,146.49,3.4,1.5275286757038582,0.1975560081466395,0.4639175257731959,0.988659793814433,2.131111111111111
377775,Category Promotion,2023-11-07,Inactive,App,693,269,24,97.03,368.21,2.21,3.79480573018654,0.38816738816738816,0.08921933085501858,0.36070631970260225,4.042916666666667
870567,App Push Notification,2023-11-07,Inactive,SMS,500,297,26,83.77,423.82,2.24,5.05932911543512,0.594,0.08754208754208755,0.28205387205387206,3.2219230769230767
464605,Email Campaign,2023-11-07,Premium,App,964,297,47,73.88,463.3,2.77,6.270979967514889,0.30809128630705396,0.15824915824915825,0.24875420875420873,1.571914893617021
436268,Referral Program,2023-11-07,Premium,Email,854,69,29,57.12,327.1,2.09,5.726540616246499,0.08079625292740047,0.42028985507246375,0.8278260869565217,1.969655172413793
456201,New User Discount,2023-11-08,Premium,Email,663,130,29,65.77,238.94,1.9,3.632963357153718,0.19607843137254902,0.2230769230769231,0.5059230769230769,2.2679310344827583
674944,Weekend Special,2023-11-08,All,Social Media,906,202,59,92.74,437.83,1.85,4.72104809143843,0.2229580573951435,0.29207920792079206,0.4591089108910891,1.571864406779661
943175,Festival Offer,2023-11-08,New Users,Email,532,232,58,99.06,259.58,1.86,2.620432061376943,0.43609022556390975,0.25,0.4269827586206897,1.7079310344827587
455585,Flash Sale,2023-11-08,All,Email,749,287,43,56.67,202.51,1.58,3.573495676724898,0.38317757009345793,0.14982578397212543,0.19745644599303136,1.317906976744186
938256,Membership Drive,2023-11-08,Inactive,App,654,283,15,93.53,383.51,1.51,4.100395594996257,0.4327217125382263,0.053003533568904596,0.33049469964664313,6.235333333333333
765786,Category Promotion,2023-11-08,All,App,528,72,28,53.62,119.37,2.19,2.2262215591197316,0.13636363636363635,0.3888888888888889,0.7447222222222222,1.9149999999999998
172145,App Push Notification,2023-11-08,All,Social Media,472,261,67,96.4,442.42,1.86,4.589419087136929,0.5529661016949152,0.2567049808429119,0.36934865900383146,1.4388059701492537
139298,Email Campaign,2023-11-08,Inactive,SMS,535,183,50,81.39,350.72,1.62,4.309128885612483,0.34205607476635513,0.273224043715847,0.4447540983606557,1.6278
337013,Referral Program,2023-11-08,New Users,Email,549,133,50,60.16,216.94,2.33,3.6060505319148937,0.24225865209471767,0.37593984962406013,0.45233082706766914,1.2031999999999998
864704,New User Discount,2023-11-09,New Users,SMS,980,176,59,84.51,408.27,1.96,4.831025914093006,0.17959183673469387,0.3352272727272727,0.4801704545454546,1.4323728813559322
837016,Weekend Special,2023-11-09,Inactive,Email,722,184,29,78.73,348.83,2.28,4.430712561920488,0.2548476454293629,0.15760869565217392,0.42788043478260873,2.714827586206897
918245,Festival Offer,2023-11-09,New Users,App,419,279,25,87.46,322.47,3.7,3.6870569403155735,0.665871121718377,0.08960573476702509,0.31347670250896054,3.4983999999999997
763199,Flash Sale,2023-11-09,Premium,App,632,222,96,97.79,126.15,2.52,1.2900092033950301,0.3512658227848101,0.43243243243243246,0.44049549549549555,1.0186458333333335
349119,Membership Drive,2023-11-09,Inactive,Email,684,215,29,70.89,203.76,3.88,2.874312314853999,0.31432748538011696,0.13488372093023257,0.32972093023255816,2.4444827586206896
82550,Category Promotion,2023-11-09,New Users,SMS,921,53,35,97.55,102.53,3.04,1.051050743208611,0.05754614549402823,0.660377358490566,1.840566037735849,2.787142857142857
81214,App Push Notification,2023-11-09,All,Email,507,229,63,53.83,143.97,3.76,2.674530930707784,0.4516765285996055,0.27510917030567683,0.2350655021834061,0.8544444444444445
655079,Email Campaign,2023-11-09,New Users,App,684,241,87,70.88,288.52,2.58,4.070541760722348,0.35233918128654973,0.36099585062240663,0.29410788381742736,0.8147126436781609
90508,Referral Program,2023-11-09,New Users,Social Media,740,252,42,70.82,371.19,2.4,5.241316012425869,0.34054054054054056,0.16666666666666666,0.281031746031746,1.686190476190476
386600,New User Discount,2023-11-10,All,App,913,258,31,91.12,369.21,3.69,4.0519095697980685,0.28258488499452356,0.12015503875968993,0.3531782945736434,2.9393548387096775
149354,Weekend Special,2023-11-10,New Users,Social Media,944,85,82,93.09,197.28,3.41,2.119239445697712,0.09004237288135593,0.9647058823529412,1.0951764705882354,1.1352439024390244
476980,Festival Offer,2023-11-10,All,Social Media,585,226,99,67.77,339.41,3.25,5.008263243323005,0.38632478632478634,0.43805309734513276,0.2998672566371681,0.6845454545454545
632376,Flash Sale,2023-11-10,All,SMS,406,218,95,75.1,120.04,3.18,1.5984021304926765,0.5369458128078818,0.43577981651376146,0.3444954128440367,0.7905263157894736
760540,Membership Drive,2023-11-10,Inactive,App,983,118,85,88.11,336.18,3.57,3.815457950289411,0.12004069175991862,0.7203389830508474,0.7466949152542373,1.0365882352941176
880725,Category Promotion,2023-11-10,Premium,App,743,245,26,50.66,142.01,2.35,2.803197789182787,0.3297442799461642,0.10612244897959183,0.2067755102040816,1.9484615384615382
689517,App Push Notification,2023-11-10,All,App,1000,56,63,64.75,413.91,2.01,6.392432432432432,0.056,1.125,1.15625,1.0277777777777777
195672,Email Campaign,2023-11-10,New Users,SMS,967,225,20,82.41,441.81,3.26,5.36112122315253,0.2326783867631851,0.08888888888888889,0.36626666666666663,4.1205
751141,Referral Program,2023-11-10,Inactive,SMS,656,52,96,93.78,499.26,3.12,5.3237364043506075,0.07926829268292683,1.8461538461538463,1.8034615384615384,0.976875
506030,New User Discount,2023-11-11,New Users,Email,638,206,67,63.78,352.64,3.77,5.529005957980558,0.322884012539185,0.32524271844660196,0.3096116504854369,0.9519402985074628
804963,Weekend Special,2023-11-11,Premium,SMS,520,291,52,81.87,208.13,3.14,2.5422010504458283,0.5596153846153846,0.17869415807560138,0.28134020618556704,1.574423076923077
805777,Festival Offer,2023-11-11,All,Social Media,986,216,62,68.42,416.58,2.64,6.088570593393744,0.21906693711967545,0.28703703703703703,0.31675925925925924,1.1035483870967742
256947,Flash Sale,2023-11-11,All,Social Media,980,224,75,67.7,130.12,3.44,1.9220088626292466,0.22857142857142856,0.33482142857142855,0.3022321428571429,0.9026666666666667
460423,Membership Drive,2023-11-11,All,App,425,186,72,62.12,244.52,1.82,3.9362524146812623,0.4376470588235294,0.3870967741935484,0.3339784946236559,0.8627777777777778
974611,Category Promotion,2023-11-11,New Users,Email,862,96,51,96.53,356.59,2.9,3.6940847404951827,0.11136890951276102,0.53125,1.0055208333333334,1.8927450980392158
875028,App Push Notification,2023-11-11,Premium,Email,825,183,41,98.72,251.3,1.72,2.545583468395462,0.22181818181818183,0.22404371584699453,0.5394535519125683,2.4078048780487804
131240,Email Campaign,2023-11-11,Inactive,Social Media,740,53,23,72.81,499.45,3.4,6.859634665567916,0.07162162162162163,0.4339622641509434,1.3737735849056605,3.1656521739130437
79075,Referral Program,2023-11-11,All,Social Media,657,177,83,86.32,103.8,3.77,1.2025023169601483,0.2694063926940639,0.4689265536723164,0.487683615819209,1.0399999999999998
409291,New User Discount,2023-11-12,All,Social Media,484,191,15,68.92,200.39,2.32,2.9075739988392337,0.39462809917355374,0.07853403141361257,0.36083769633507856,4.594666666666667
460550,Weekend Special,2023-11-12,All,Social Media,864,59,42,51.97,196.75,2.02,3.7858379834519917,0.06828703703703703,0.711864406779661,0.8808474576271186,1.2373809523809522
605927,Festival Offer,2023-11-12,Premium,Email,405,218,88,53.83,350.5,2.35,6.511239086011518,0.5382716049382716,0.4036697247706422,0.24692660550458714,0.6117045454545454
189167,Flash Sale,2023-11-12,Premium,Social Media,780,149,15,90.62,156.29,1.71,1.7246744647980576,0.191025641025641,0.10067114093959731,0.6081879194630873,6.041333333333333
973311,Membership Drive,2023-11-12,New Users,Email,915,110,56,71.63,144.69,3.04,2.019963702359347,0.12021857923497267,0.509090909090909,0.6511818181818182,1.2791071428571428
316872,Category Promotion,2023-11-12,All,Social Media,688,100,71,87.11,337.07,2.99,3.869475375961428,0.14534883720930233,0.71,0.8711,1.2269014084507042
837651,App Push Notification,2023-11-12,All,SMS,841,164,33,79.29,315.36,3.74,3.977298524404086,0.19500594530321047,0.20121951219512196,0.4834756097560976,2.402727272727273
877262,Email Campaign,2023-11-12,Inactive,App,546,128,14,53.12,141.34,2.14,2.660768072289157,0.23443223443223443,0.109375,0.415,3.794285714285714
235941,Referral Program,2023-11-12,Inactive,App,722,235,86,82.49,399.81,2.35,4.846769305370349,0.3254847645429363,0.3659574468085106,0.35102127659574467,0.9591860465116279
381834,New User Discount,2023-11-13,Premium,Social Media,905,76,50,95.87,282.1,1.79,2.9425263377490354,0.08397790055248619,0.6578947368421053,1.2614473684210528,1.9174
375162,Weekend Special,2023-11-13,New Users,App,500,133,75,63.81,216.28,2.75,3.389437392258267,0.266,0.5639097744360902,0.4797744360902256,0.8508
427390,Festival Offer,2023-11-13,Premium,SMS,534,115,48,62.43,169.17,2.53,2.7097549255165783,0.2153558052434457,0.41739130434782606,0.5428695652173913,1.300625
949454,Flash Sale,2023-11-13,New Users,Social Media,628,194,69,58.46,466.45,1.93,7.978959972630858,0.3089171974522293,0.3556701030927835,0.301340206185567,0.8472463768115942
67177,Membership Drive,2023-11-13,New Users,Email,711,250,30,65.6,388.77,2.26,5.9263719512195125,0.35161744022503516,0.12,0.26239999999999997,2.1866666666666665
477330,Category Promotion,2023-11-13,Premium,Social Media,711,280,21,68.83,193.95,3.36,2.817812000581142,0.39381153305203936,0.075,0.24582142857142855,3.2776190476190474
968532,App Push Notification,2023-11-13,Inactive,Email,608,145,75,66.36,337.71,2.15,5.089059674502712,0.23848684210526316,0.5172413793103449,0.4576551724137931,0.8848
698591,Email Campaign,2023-11-13,All,App,979,228,59,68.07,470.9,3.16,6.9178786543264295,0.23289070480081717,0.25877192982456143,0.29855263157894735,1.153728813559322
478973,Referral Program,2023-11-13,New Users,Email,844,238,44,99.79,116.62,1.62,1.1686541737649063,0.28199052132701424,0.18487394957983194,0.4192857142857143,2.2679545454545456
827565,New User Discount,2023-11-14,Premium,App,567,167,99,88.52,323.63,2.0,3.6560099412562135,0.2945326278659612,0.592814371257485,0.5300598802395209,0.8941414141414141
262403,Weekend Special,2023-11-14,Premium,App,905,203,17,81.83,189.52,3.59,2.3160210191861177,0.22430939226519336,0.08374384236453201,0.4031034482758621,4.813529411764706
129963,Festival Offer,2023-11-14,New Users,SMS,792,137,49,72.84,472.35,1.72,6.484761120263592,0.17297979797979798,0.35766423357664234,0.5316788321167883,1.486530612244898
326593,Flash Sale,2023-11-14,Inactive,SMS,513,212,16,68.61,276.54,1.53,4.030607783121995,0.41325536062378165,0.07547169811320754,0.3236320754716981,4.288125
390552,Membership Drive,2023-11-14,Premium,App,956,271,77,53.52,111.53,3.53,2.0838938714499253,0.2834728033472803,0.28413284132841327,0.19749077490774908,0.695064935064935
951084,Category Promotion,2023-11-14,Inactive,Email,687,195,64,77.03,149.86,2.68,1.9454757886537715,0.2838427947598253,0.3282051282051282,0.39502564102564103,1.20359375
777707,App Push Notification,2023-11-14,Premium,SMS,929,206,80,57.58,228.11,3.19,3.9616186175755472,0.2217438105489774,0.3883495145631068,0.2795145631067961,0.71975
988091,Email Campaign,2023-11-14,All,Social Media,909,160,49,69.45,318.73,3.14,4.5893448524118075,0.17601760176017603,0.30625,0.4340625,1.4173469387755102
887460,Referral Program,2023-11-14,Inactive,Email,612,189,95,52.79,362.3,3.62,6.8630422428490245,0.3088235294117647,0.5026455026455027,0.2793121693121693,0.5556842105263158
377642,New User Discount,2023-11-15,All,Social Media,948,93,64,58.95,454.5,1.78,7.709923664122137,0.0981012658227848,0.6881720430107527,0.6338709677419355,0.92109375
202731,Weekend Special,2023-11-15,All,Social Media,496,218,31,89.61,216.79,3.49,2.4192612431648253,0.43951612903225806,0.14220183486238533,0.4110550458715596,2.8906451612903226
718570,Festival Offer,2023-11-15,Premium,SMS,667,128,22,90.6,344.91,2.93,3.8069536423841064,0.191904047976012,0.171875,0.7078125,4.118181818181818
266359,Flash Sale,2023-11-15,Premium,Social Media,619,132,93,73.7,453.13,3.65,6.148303934871099,0.21324717285945072,0.7045454545454546,0.5583333333333333,0.7924731182795699
616834,Membership Drive,2023-11-15,Inactive,Email,637,85,69,69.18,200.26,1.85,2.894767273778548,0.13343799058084774,0.8117647058823529,0.8138823529411765,1.002608695652174
732538,Category Promotion,2023-11-15,Premium,SMS,929,53,33,92.53,118.38,2.36,1.279368853344861,0.05705059203444564,0.6226415094339622,1.7458490566037737,2.803939393939394
276991,App Push Notification,2023-11-15,Premium,App,715,146,57,93.63,208.67,3.03,2.2286660258464166,0.2041958041958042,0.3904109589041096,0.6413013698630137,1.6426315789473684
143260,Email Campaign,2023-11-15,All,Email,915,71,36,73.35,225.88,3.95,3.079481935923654,0.07759562841530054,0.5070422535211268,1.0330985915492956,2.0374999999999996
969950,Referral Program,2023-11-15,Inactive,Social Media,499,65,63,65.12,381.83,3.92,5.8634828009828,0.13026052104208416,0.9692307692307692,1.0018461538461538,1.0336507936507937
840332,New User Discount,2023-11-16,Premium,Social Media,434,268,14,83.41,100.46,1.78,1.2044119410142669,0.6175115207373272,0.05223880597014925,0.3112313432835821,5.957857142857143
89468,Weekend Special,2023-11-16,All,App,537,195,35,55.6,396.59,3.52,7.132913669064748,0.36312849162011174,0.1794871794871795,0.28512820512820514,1.5885714285714285
832863,Festival Offer,2023-11-16,Inactive,SMS,978,122,39,64.32,175.33,3.27,2.7259017412935327,0.12474437627811862,0.319672131147541,0.5272131147540983,1.649230769230769
110304,Flash Sale,2023-11-16,New Users,SMS,789,213,76,86.18,140.35,2.04,1.6285681132513343,0.26996197718631176,0.3568075117370892,0.40460093896713617,1.1339473684210528
173736,Membership Drive,2023-11-16,All,App,400,198,63,71.89,378.5,1.78,5.264988176380581,0.495,0.3181818181818182,0.36308080808080806,1.1411111111111112
804813,Category Promotion,2023-11-16,New Users,SMS,701,206,34,78.21,238.33,3.3,3.047308528321187,0.29386590584878747,0.1650485436893204,0.37966019417475727,2.300294117647059
969562,App Push Notification,2023-11-16,Inactive,SMS,497,236,70,63.95,216.68,2.69,3.3882720875684127,0.47484909456740443,0.2966101694915254,0.27097457627118643,0.9135714285714286
210959,Email Campaign,2023-11-16,Inactive,App,592,69,15,96.08,246.45,3.02,2.5650499583680264,0.11655405405405406,0.21739130434782608,1.392463768115942,6.405333333333333
991874,Referral Program,2023-11-16,New Users,Social Media,522,235,16,62.49,388.21,2.55,6.212353976636261,0.4501915708812261,0.06808510638297872,0.2659148936170213,3.905625
386985,New User Discount,2023-11-17,Inactive,SMS,538,176,56,60.99,427.25,3.91,7.005246761764224,0.3271375464684015,0.3181818181818182,0.34653409090909093,1.0891071428571428
863027,Weekend Special,2023-11-17,Premium,Email,520,123,75,80.36,191.16,3.41,2.3787954206072675,0.23653846153846153,0.6097560975609756,0.6533333333333333,1.0714666666666666
228986,Festival Offer,2023-11-17,Premium,App,405,162,94,85.26,129.07,2.05,1.513840018766127,0.4,0.5802469135802469,0.5262962962962964,0.9070212765957447
309107,Flash Sale,2023-11-17,Premium,Social Media,400,226,84,60.95,497.82,3.82,8.167678424938474,0.565,0.37168141592920356,0.2696902654867257,0.7255952380952382
775774,Membership Drive,2023-11-17,Premium,App,471,205,69,93.38,122.77,2.96,1.314735489398158,0.43524416135881105,0.33658536585365856,0.4555121951219512,1.3533333333333333
778107,Category Promotion,2023-11-17,New Users,SMS,927,227,39,61.93,414.02,3.18,6.685289843371549,0.24487594390507011,0.17180616740088106,0.2728193832599119,1.587948717948718
613209,App Push Notification,2023-11-17,Inactive,Social Media,650,226,82,71.06,329.98,1.76,4.643681396003378,0.3476923076923077,0.36283185840707965,0.31442477876106195,0.8665853658536585
989087,Email Campaign,2023-11-17,Premium,Email,592,100,64,57.99,454.74,3.73,7.841696844283497,0.16891891891891891,0.64,0.5799,0.90609375
564753,Referral Program,2023-11-17,All,App,483,219,23,56.76,246.72,3.49,4.346723044397463,0.453416149068323,0.1050228310502283,0.2591780821917808,2.4678260869565216
379058,New User Discount,2023-11-18,New Users,App,800,191,43,82.24,186.15,3.86,2.2634970817120625,0.23875,0.225130890052356,0.43057591623036645,1.9125581395348836
334603,Weekend Special,2023-11-18,Premium,Email,868,167,76,57.02,364.14,2.48,6.386180287618379,0.1923963133640553,0.4550898203592814,0.341437125748503,0.7502631578947369
604510,Festival Offer,2023-11-18,Premium,SMS,636,162,14,58.14,432.06,3.02,7.431372549019608,0.25471698113207547,0.08641975308641975,0.35888888888888887,4.152857142857143
794423,Flash Sale,2023-11-18,All,Email,435,177,43,84.12,202.43,2.33,2.406443176414646,0.4068965517241379,0.24293785310734464,0.4752542372881356,1.956279069767442
236534,Membership Drive,2023-11-18,New Users,Email,974,74,37,95.91,241.42,2.9,2.517151496194349,0.07597535934291581,0.5,1.296081081081081,2.592162162162162
6763,Category Promotion,2023-11-18,All,Social Media,610,119,51,54.57,383.89,1.63,7.03481766538391,0.19508196721311474,0.42857142857142855,0.4585714285714286,1.07
201281,App Push Notification,2023-11-18,New Users,Social Media,470,279,22,83.84,428.35,1.86,5.10913645038168,0.5936170212765958,0.07885304659498207,0.30050179211469535,3.810909090909091
925787,Email Campaign,2023-11-18,All,Email,741,189,12,74.78,290.14,2.25,3.879914415619149,0.2550607287449393,0.06349206349206349,0.39566137566137566,6.2316666666666665
113048,Referral Program,2023-11-18,All,Social Media,897,254,66,52.12,232.02,1.54,4.451650038372986,0.2831661092530658,0.25984251968503935,0.20519685039370078,0.7896969696969697
301064,New User Discount,2023-11-19,New Users,SMS,445,116,49,86.03,345.25,2.85,4.013134952923399,0.2606741573033708,0.4224137931034483,0.7416379310344827,1.7557142857142858
22883,Weekend Special,2023-11-19,Inactive,SMS,984,135,31,74.05,302.16,2.21,4.080486158001351,0.13719512195121952,0.22962962962962963,0.5485185185185185,2.388709677419355
633683,Festival Offer,2023-11-19,All,Email,765,287,50,70.34,438.2,2.7,6.229741256752914,0.37516339869281046,0.17421602787456447,0.2450871080139373,1.4068
63476,Flash Sale,2023-11-19,Premium,App,561,196,55,61.49,254.46,3.53,4.1382338591640915,0.3493761140819964,0.28061224489795916,0.3137244897959184,1.118
714320,Membership Drive,2023-11-19,New Users,App,683,210,47,54.81,268.09,3.24,4.891260718846925,0.3074670571010249,0.22380952380952382,0.261,1.1661702127659574
119647,Category Promotion,2023-11-19,New Users,Social Media,609,67,86,96.41,211.47,1.53,2.193444663416658,0.11001642036124795,1.2835820895522387,1.438955223880597,1.121046511627907
839395,App Push Notification,2023-11-19,All,App,746,177,91,90.2,211.44,3.96,2.3441241685144125,0.23726541554959785,0.5141242937853108,0.5096045197740113,0.9912087912087912
698159,Email Campaign,2023-11-19,All,Email,663,202,76,73.74,470.55,2.43,6.381204231082181,0.3046757164404223,0.37623762376237624,0.36504950495049504,0.9702631578947368
119696,Referral Program,2023-11-19,New Users,Social Media,562,218,91,50.69,460.08,3.61,9.076346419412113,0.3879003558718861,0.41743119266055045,0.2325229357798165,0.557032967032967
806346,New User Discount,2023-11-20,New Users,SMS,576,55,52,80.4,275.39,2.08,3.425248756218905,0.0954861111111111,0.9454545454545454,1.461818181818182,1.5461538461538462
145026,Weekend Special,2023-11-20,Premium,Social Media,421,61,32,50.87,330.09,3.88,6.488893257322587,0.14489311163895488,0.5245901639344263,0.8339344262295082,1.5896875
651006,Festival Offer,2023-11-20,Premium,Email,806,224,55,91.46,277.64,3.07,3.035643997375902,0.27791563275434245,0.24553571428571427,0.4083035714285714,1.662909090909091
911553,Flash Sale,2023-11-20,Inactive,App,866,266,54,80.74,229.93,1.66,2.8477830071835526,0.3071593533487298,0.20300751879699247,0.30353383458646616,1.4951851851851852
985178,Membership Drive,2023-11-20,New Users,SMS,611,275,75,94.07,488.15,2.23,5.18922079302647,0.4500818330605565,0.2727272727272727,0.34207272727272725,1.2542666666666666
999540,Category Promotion,2023-11-20,Premium,App,593,132,79,69.95,416.11,1.51,5.94867762687634,0.22259696458684655,0.5984848484848485,0.5299242424242424,0.8854430379746836
491895,App Push Notification,2023-11-20,Inactive,App,493,299,23,93.0,481.31,3.55,5.175376344086022,0.6064908722109533,0.07692307692307693,0.3110367892976589,4.043478260869565
184850,Email Campaign,2023-11-20,New Users,App,454,170,24,62.91,111.0,2.65,1.7644253695755843,0.3744493392070485,0.1411764705882353,0.3700588235294117,2.62125
899709,Referral Program,2023-11-20,Inactive,Email,588,86,10,97.64,325.9,2.69,3.337771405161819,0.14625850340136054,0.11627906976744186,1.1353488372093024,9.764
798444,New User Discount,2023-11-21,New Users,SMS,886,133,83,82.95,145.31,1.72,1.7517781796262808,0.15011286681715574,0.6240601503759399,0.6236842105263158,0.9993975903614458
454685,Weekend Special,2023-11-21,Inactive,Email,578,62,28,62.46,371.73,1.65,5.951488952929875,0.10726643598615918,0.45161290322580644,1.0074193548387096,2.230714285714286
757183,Festival Offer,2023-11-21,New Users,App,874,85,48,79.81,307.73,1.7,3.8557824833980705,0.09725400457665904,0.5647058823529412,0.9389411764705883,1.6627083333333335
617166,Flash Sale,2023-11-21,Inactive,App,680,256,32,58.21,491.64,3.9,8.445971482563133,0.3764705882352941,0.125,0.2273828125,1.8190625
180191,Membership Drive,2023-11-21,New Users,SMS,681,129,38,78.52,495.37,2.88,6.3088385124808966,0.1894273127753304,0.29457364341085274,0.6086821705426356,2.066315789473684
983928,Category Promotion,2023-11-21,Premium,App,898,216,85,65.68,367.38,2.24,5.593483556638246,0.24053452115812918,0.39351851851851855,0.3040740740740741,0.7727058823529412
52973,App Push Notification,2023-11-21,New Users,SMS,872,200,100,87.08,398.11,3.46,4.571773082223244,0.22935779816513763,0.5,0.4354,0.8708
403992,Email Campaign,2023-11-21,All,SMS,748,81,58,59.29,221.21,3.21,3.730983302411874,0.10828877005347594,0.7160493827160493,0.7319753086419754,1.0222413793103449
626366,Referral Program,2023-11-21,New Users,Social Media,498,236,92,74.35,226.98,1.98,3.0528581035642235,0.4738955823293173,0.3898305084745763,0.3150423728813559,0.8081521739130434
834901,New User Discount,2023-11-22,New Users,SMS,900,264,98,77.23,483.9,1.73,6.265699857568302,0.29333333333333333,0.3712121212121212,0.2925378787878788,0.788061224489796
102865,Weekend Special,2023-11-22,New Users,Email,953,64,84,74.48,389.99,2.81,5.236170784103114,0.06715634837355719,1.3125,1.16375,0.8866666666666667
351340,Festival Offer,2023-11-22,New Users,App,941,260,78,63.95,281.77,2.14,4.406098514464425,0.2763018065887354,0.3,0.24596153846153848,0.819871794871795
823666,Flash Sale,2023-11-22,New Users,App,733,91,93,90.69,267.57,3.76,2.950380416804499,0.12414733969986358,1.021978021978022,0.9965934065934066,0.9751612903225806
341513,Membership Drive,2023-11-22,All,Social Media,772,191,24,78.42,267.15,1.96,3.406656465187452,0.24740932642487046,0.1256544502617801,0.4105759162303665,3.2675
924886,Category Promotion,2023-11-22,New Users,SMS,683,262,60,98.2,262.53,1.72,2.6734215885947044,0.383601756954612,0.22900763358778625,0.3748091603053435,1.6366666666666667
53806,App Push Notification,2023-11-22,All,Social Media,602,87,80,52.34,364.96,2.03,6.972869698127626,0.14451827242524917,0.9195402298850575,0.6016091954022988,0.65425
572842,Email Campaign,2023-11-22,New Users,App,747,273,71,88.04,119.27,2.12,1.3547251249432075,0.3654618473895582,0.2600732600732601,0.32249084249084253,1.24
471941,Referral Program,2023-11-22,Premium,App,575,261,75,84.74,435.02,2.04,5.133585083785698,0.4539130434782609,0.28735632183908044,0.3246743295019157,1.1298666666666666
566862,New User Discount,2023-11-23,Premium,SMS,513,173,39,74.75,147.09,2.48,1.9677591973244148,0.33723196881091616,0.2254335260115607,0.4320809248554913,1.9166666666666667
259084,Weekend Special,2023-11-23,Premium,App,730,109,96,77.59,249.52,3.44,3.2158783348369635,0.14931506849315068,0.8807339449541285,0.7118348623853211,0.8082291666666667
732343,Festival Offer,2023-11-23,Inactive,Social Media,795,287,83,75.1,252.43,2.55,3.361251664447404,0.3610062893081761,0.289198606271777,0.2616724738675958,0.9048192771084337
696933,Flash Sale,2023-11-23,Inactive,SMS,427,179,86,52.69,284.25,3.42,5.394761814386031,0.41920374707259955,0.48044692737430167,0.29435754189944136,0.6126744186046511
401574,Membership Drive,2023-11-23,All,Email,435,151,42,67.8,301.04,2.51,4.440117994100295,0.3471264367816092,0.2781456953642384,0.44900662251655626,1.6142857142857143
352199,Category Promotion,2023-11-23,All,Email,521,129,80,77.15,412.84,1.69,5.351134154244977,0.2476007677543186,0.6201550387596899,0.598062015503876,0.9643750000000001
502649,App Push Notification,2023-11-23,Premium,SMS,667,97,68,90.26,104.46,3.14,1.1573232882783069,0.1454272863568216,0.7010309278350515,0.9305154639175258,1.3273529411764706
253117,Email Campaign,2023-11-23,Inactive,Email,982,191,20,89.63,381.23,3.14,4.253374986053777,0.1945010183299389,0.10471204188481675,0.46926701570680623,4.4815
909476,Referral Program,2023-11-23,Premium,Email,649,179,23,75.57,407.97,3.55,5.398570861452958,0.275808936825886,0.12849162011173185,0.4221787709497206,3.2856521739130433
190116,New User Discount,2023-11-24,New Users,Email,689,200,14,93.56,298.53,2.88,3.1907866609662245,0.29027576197387517,0.07,0.4678,6.682857142857143
536116,Weekend Special,2023-11-24,All,Social Media,853,72,25,75.89,230.07,2.52,3.031624719989458,0.08440797186400938,0.3472222222222222,1.0540277777777778,3.0356
466478,Festival Offer,2023-11-24,New Users,App,673,109,65,54.57,179.62,2.81,3.291552134872641,0.16196136701337296,0.5963302752293578,0.5006422018348624,0.8395384615384616
380534,Flash Sale,2023-11-24,All,Email,502,222,89,74.21,339.26,3.91,4.571621075326775,0.44223107569721115,0.4009009009009009,0.33427927927927925,0.833820224719101
794190,Membership Drive,2023-11-24,All,SMS,823,294,29,76.77,167.28,2.27,2.1789761625635014,0.3572296476306197,0.09863945578231292,0.2611224489795918,2.6472413793103446
919249,Category Promotion,2023-11-24,Inactive,Social Media,528,260,40,91.35,372.57,2.2,4.078489326765189,0.49242424242424243,0.15384615384615385,0.3513461538461538,2.28375
